repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
JasonChen112101018/HCCfinal,https://github.com/JasonChen112101018/HCCfinal,0,0,,2025-06-10T19:48:35Z,Python,2025-10-24T08:16:46.949527
abelsummation/Optik,https://github.com/abelsummation/Optik,20,1,A hand tracking system that lets you control your computer interface simply through gestures and speech.,2025-10-06T13:23:06Z,Python,2025-10-24T08:16:47.222701
p0pular131/JaJuSung_HEVEN,https://github.com/p0pular131/JaJuSung_HEVEN,0,0,,2024-11-01T05:29:57Z,Python,2025-10-24T08:16:47.478358
kogedi/ModelPredictiveControl,https://github.com/kogedi/ModelPredictiveControl,0,0,Assignments for Lecture Model Predictive Control,2023-10-27T09:14:17Z,Jupyter Notebook,2025-10-24T08:16:47.753582
ep-infosec/28_nasa_prog_algs,https://github.com/ep-infosec/28_nasa_prog_algs,0,0,,2023-01-31T21:53:50Z,Python,2025-10-24T08:16:48.061029
thanlinardos/NWDAF_SUB,https://github.com/thanlinardos/NWDAF_SUB,1,2,,2024-10-03T16:17:22Z,Java,2025-10-24T08:16:48.315485
SunLab-SH/GraphMM,https://github.com/SunLab-SH/GraphMM,0,0,Graph-based Metamodeling,2025-09-11T08:43:59Z,Python,2025-10-24T08:16:48.647222
AnyLeaf/anyleaf-python,https://github.com/AnyLeaf/anyleaf-python,7,1,Drivers for AnyLeaf sensors,2023-11-20T09:45:15Z,Python,2025-10-24T08:16:48.998919
mcv-m6-video/mcv-c6-2025-team8,https://github.com/mcv-m6-video/mcv-c6-2025-team8,0,1,,2025-04-24T10:04:23Z,Python,2025-10-24T08:16:49.325728
jellespijker/kalman,https://github.com/jellespijker/kalman,2,1,A few Python Kalman scripts,2017-07-19T04:22:19Z,Python,2025-10-24T08:16:49.589890
tamnguyenbao2001/api,https://github.com/tamnguyenbao2001/api,0,0,,2023-04-24T15:04:47Z,Python,2025-10-24T08:16:49.842662
logan6wgt/AIOpti,https://github.com/logan6wgt/AIOpti,0,1,Partial code for‘Al-Optimized Decision-Makingin Energy Systems: Towards aDecision-Aware Machine Learning Framework’,2025-07-05T02:28:02Z,Python,2025-10-24T08:16:50.116778
Rhobtor/Reactive-Navegation,https://github.com/Rhobtor/Reactive-Navegation,0,0,,2025-05-05T10:07:09Z,Makefile,2025-10-24T08:16:50.405584
clydemcqueen/terrain_kf_py,https://github.com/clydemcqueen/terrain_kf_py,0,0,Estimate the position of the terrain from noisy rangefinder readings,2023-12-16T17:36:21Z,Python,2025-10-24T08:16:50.648709
evanshlom/DSGPT,https://github.com/evanshlom/DSGPT,0,0,Ask common python libraries anything! Powered by ChatGPT.,2023-11-16T19:27:34Z,TypeScript,2025-10-24T08:16:50.929945
vaithak/f1tenth-icra-race,https://github.com/vaithak/f1tenth-icra-race,2,0,Code for our F1Tenth head to head race - includes opponent estimation using 2D Lidar data and Kalman filters and planning to overtake.,2025-10-24T06:03:36Z,Python,2025-10-24T08:16:51.178802
MatheusCavini/iRobMan_FinalProject,https://github.com/MatheusCavini/iRobMan_FinalProject,4,0,"Final Project for the course ""Intelligent Robotic Manipulation"" (WiSe 2024/25) at TU Darmstadt",2025-05-20T15:59:39Z,Python,2025-10-24T08:16:51.501203
Octoberr/people-tracker,https://github.com/Octoberr/people-tracker,5,3,people detect and tracker,2020-03-03T13:55:37Z,Python,2025-10-24T08:16:51.795439
Hsin-thefirst/Tactile-Sensor,https://github.com/Hsin-thefirst/Tactile-Sensor,0,0,,2025-09-28T11:14:29Z,Python,2025-10-24T08:16:52.086428
atti-709/dp_autocam,https://github.com/atti-709/dp_autocam,0,0,,2024-02-01T17:16:43Z,Python,2025-10-24T08:16:52.352452
Asatech-Drones/shapes-detector,https://github.com/Asatech-Drones/shapes-detector,0,0,,2025-06-03T19:39:14Z,Python,2025-10-24T08:16:52.597043
ph0ngg/DATNN,https://github.com/ph0ngg/DATNN,0,0,,2024-06-30T14:09:35Z,Python,2025-10-24T08:16:52.893481
wenhancao/robust-Bayesian-inference-for-MHE,https://github.com/wenhancao/robust-Bayesian-inference-for-MHE,0,0,,2024-05-22T20:50:21Z,Python,2025-10-24T08:16:53.184551
yUHenGZhOng/School-Project,https://github.com/yUHenGZhOng/School-Project,0,0,,2025-09-19T07:18:04Z,Jupyter Notebook,2025-10-24T08:16:53.444970
lysukhin/optical-target-detection,https://github.com/lysukhin/optical-target-detection,0,0,Simple target point detection using template with ArUco markers.,2021-11-05T18:39:06Z,Python,2025-10-24T08:16:53.723072
sultandaniels/TFs_do_KF_ICL,https://github.com/sultandaniels/TFs_do_KF_ICL,1,2,Transformer models trained to do Kalman filtering in-context.,2025-05-22T03:25:30Z,Jupyter Notebook,2025-10-24T08:16:53.969271
phulocnguyen/TrafficVehicleDetection,https://github.com/phulocnguyen/TrafficVehicleDetection,4,0,First Prize Winner Track NAVER  Traffic Vehicle Detection - 2024 SOICT Hackathon,2025-09-27T04:30:48Z,Unknown,2025-10-24T08:16:54.229839
AlanJiang98/EvHandPose,https://github.com/AlanJiang98/EvHandPose,14,0,"Official Code for TPAMI 2024 paper ""EvHandPose: Event-based 3D Hand Pose Estimation with Sparse Supervision"" ",2025-09-30T22:29:22Z,Python,2025-10-24T08:16:54.506262
godHhh/MPABTrack,https://github.com/godHhh/MPABTrack,0,0,,2025-05-22T01:50:38Z,Python,2025-10-24T08:16:54.792081
CLAP-Framework/clap,https://github.com/CLAP-Framework/clap,11,5,"Cloud-and-Learning compatible Automated vehicle Platform (Mirrored from Gitlab, please post issues to the Gitlab link)",2024-04-07T12:32:43Z,Python,2025-10-24T08:16:55.114575
icl-rocketry/Hopper-Sim,https://github.com/icl-rocketry/Hopper-Sim,1,0,Simulating a hopper hopping,2024-12-07T12:17:53Z,Python,2025-10-24T08:16:55.414974
woodlmedia/auto-reframe,https://github.com/woodlmedia/auto-reframe,1,0,auto-reframe,2025-06-26T21:06:45Z,Python,2025-10-24T08:16:55.735118
Edipo3098/ros2_orange,https://github.com/Edipo3098/ros2_orange,0,0,Package to run ros2 nodes in orangepi,2025-06-15T09:55:26Z,Python,2025-10-24T08:16:55.995113
snorkel-marlin-repos/FreeCAD_FreeCAD_pr_21944_568da482-e9db-48e2-b9bf-4e5c63965329,https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_21944_568da482-e9db-48e2-b9bf-4e5c63965329,0,0,Clean shallow copy of FreeCAD/FreeCAD PR #21944,2025-10-22T19:14:16Z,C++,2025-10-24T08:16:56.405818
quinntpratt/uncertainty-quantification,https://github.com/quinntpratt/uncertainty-quantification,6,0,Python programs demonstrating various aspects of uncertainty quantification/propagation.,2023-02-27T04:26:29Z,Python,2025-10-24T08:16:56.691897
apisvin/Multi_Camera_System_APTITUDE,https://github.com/apisvin/Multi_Camera_System_APTITUDE,0,0,,2022-09-21T08:12:54Z,Python,2025-10-24T08:16:56.987491
weaviate/docs,https://github.com/weaviate/docs,13,12,"The documentation repo for Weaviate Database, Cloud, Agents and much more!",2025-10-22T07:59:46Z,Python,2025-10-24T08:16:57.336648
hongbinxidian/adversarial-robustness--signal-toolbox,https://github.com/hongbinxidian/adversarial-robustness--signal-toolbox,3,1,,2024-08-12T11:44:54Z,Python,2025-10-24T08:16:57.631199
foreverYoungGitHub/trajectory-simplify-benchmark,https://github.com/foreverYoungGitHub/trajectory-simplify-benchmark,6,0,,2025-05-06T19:41:03Z,Python,2025-10-24T08:16:57.906648
smp239/auto_turret,https://github.com/smp239/auto_turret,0,0,,2025-06-23T02:09:33Z,Python,2025-10-24T08:16:58.169797
Seleucia/lstmkf_ICCV2017,https://github.com/Seleucia/lstmkf_ICCV2017,109,24,Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization,2025-10-19T02:13:45Z,Python,2025-10-24T08:16:58.435914
BrandonEHM/TerapIA_V1.0,https://github.com/BrandonEHM/TerapIA_V1.0,0,0,TerapIA: Herramienta didáctica para la fisioterapia. ,2025-06-13T06:57:30Z,Python,2025-10-24T08:16:58.757649
PiotrexOG/ECG,https://github.com/PiotrexOG/ECG,0,0,,2024-12-22T20:08:11Z,HTML,2025-10-24T08:16:59.011541
videoflow/videoflow-contrib,https://github.com/videoflow/videoflow-contrib,16,8,Videoflow community contributions,2025-04-25T11:28:16Z,Python,2025-10-24T08:16:59.418180
QuokeCola/CourseProjectECE470,https://github.com/QuokeCola/CourseProjectECE470,0,1,"ECE 470 Project for Chen Qian, Junkai Zhang and Zheyuan Zhang.",2025-04-03T19:53:07Z,C++,2025-10-24T08:16:59.761835
TAMU-DEEP/Never-Miss-Mini-Golf,https://github.com/TAMU-DEEP/Never-Miss-Mini-Golf,0,1,,2021-01-23T22:12:41Z,Python,2025-10-24T08:17:00.101334
suzanne-stathatos/SAVeD,https://github.com/suzanne-stathatos/SAVeD,5,0,Low SNR video denoising,2025-09-28T08:19:12Z,Jupyter Notebook,2025-10-24T08:17:00.402393
drguilhermecapel/cardio.ai,https://github.com/drguilhermecapel/cardio.ai,0,0,Cardio AI,2025-10-06T12:02:49Z,Python,2025-10-24T08:17:00.695253
MikamiLab/isop_microscopy_python_matlab,https://github.com/MikamiLab/isop_microscopy_python_matlab,0,0,High-speed volumetric imaging of complex biological dynamics with image scanning light-sheet microscopy,2025-08-25T07:01:34Z,Jupyter Notebook,2025-10-24T08:17:01.020103
rishabbala/SDRE-based-Cooperative-UAV-Landing-on-High-speed-targets,https://github.com/rishabbala/SDRE-based-Cooperative-UAV-Landing-on-High-speed-targets,4,0,,2023-12-21T13:17:05Z,TeX,2025-10-24T08:17:01.306742
y2d2/UPF_RPE,https://github.com/y2d2/UPF_RPE,4,0,,2025-09-23T07:47:50Z,Jupyter Notebook,2025-10-24T08:17:01.598020
BerkeleyAutomation/FLSpegtransferHO,https://github.com/BerkeleyAutomation/FLSpegtransferHO,5,2,,2024-10-29T09:15:47Z,Python,2025-10-24T08:17:01.892000
rotellini9809/rocket_project,https://github.com/rotellini9809/rocket_project,0,0,,2024-10-27T16:49:22Z,Python,2025-10-24T08:17:02.141390
wvu-irl/flope,https://github.com/wvu-irl/flope,2,0,🌻FloPE: Flower Pose Estimation for Precision Pollination,2025-07-20T11:21:50Z,Python,2025-10-24T08:17:02.418674
ASU-APG/morse_pursuit_evasion,https://github.com/ASU-APG/morse_pursuit_evasion,1,0,,2021-04-18T17:06:10Z,Python,2025-10-24T08:17:02.728695
Underwater-Robotics-Arizona-State/mate18,https://github.com/Underwater-Robotics-Arizona-State/mate18,1,1,MATE ROV code,2018-06-29T23:03:52Z,Python,2025-10-24T08:17:03.099242
LucasTakanori/PAE-HP,https://github.com/LucasTakanori/PAE-HP,0,0,Github repository for PAE HP,2022-12-13T22:14:29Z,C++,2025-10-24T08:17:03.381180
DimitryPuchkov/course_work,https://github.com/DimitryPuchkov/course_work,0,0,nstu fami course work  8 term,2024-09-28T04:40:53Z,Python,2025-10-24T08:17:03.686946
oleksiygarnik/vehicles-trajectory-detection,https://github.com/oleksiygarnik/vehicles-trajectory-detection,5,1,"A comprehensive solution for detecting and tracking vehicle trajectories using YOLO, Kalman Filter, and the Hungarian Algorithm. Includes a Flask web application for easy video upload and processing.",2025-01-15T13:59:24Z,Python,2025-10-24T08:17:05.397184
mbjb0/Carhab-Solutions,https://github.com/mbjb0/Carhab-Solutions,1,0,,2025-06-06T23:58:45Z,Jupyter Notebook,2025-10-24T08:17:05.686656
ubcbraincircuits/NaturalMouseTracker,https://github.com/ubcbraincircuits/NaturalMouseTracker,1,0,"A closed system for multiple mouse tracking with computer vision, backed by RFID tag readers.",2020-02-11T23:27:54Z,Python,2025-10-24T08:17:05.970095
GII/stereo_location,https://github.com/GII/stereo_location,0,0,ROS2 package for stereo location with an OAK-D camera,2025-06-10T16:33:26Z,Python,2025-10-24T08:17:06.318036
allysakate/mask_ocsort,https://github.com/allysakate/mask_ocsort,0,0,OC-Sort Tracker with feature descriptor,2024-03-15T16:46:50Z,Python,2025-10-24T08:17:06.578140
nesl/STARK_Benchmark,https://github.com/nesl/STARK_Benchmark,2,1,,2025-10-14T22:58:09Z,Python,2025-10-24T08:17:06.876507
idavid80/computer_vision,https://github.com/idavid80/computer_vision,0,0,Proyecto básico sobre computer vision,2024-12-05T13:35:08Z,Python,2025-10-24T08:17:07.140853
UIUCLibrary/uiucprescon.pymediaconch,https://github.com/UIUCLibrary/uiucprescon.pymediaconch,1,0,Python wrapper around mediaconch,2025-10-20T18:53:50Z,PowerShell,2025-10-24T08:17:07.480062
caganselim/TLTM,https://github.com/caganselim/TLTM,1,1,The repository for TLTM: Two-Level Temporal Relation Model for Online Video Instance Segmentation.,2023-08-31T01:50:16Z,Python,2025-10-24T08:17:07.756429
buntyke/TRo2017,https://github.com/buntyke/TRo2017,3,3,,2017-09-05T08:30:09Z,OpenEdge ABL,2025-10-24T08:17:08.020083
arvidle/video-process-mining-public,https://github.com/arvidle/video-process-mining-public,1,1,,2025-06-11T12:07:04Z,Jupyter Notebook,2025-10-24T08:17:08.355700
cpoohee/MeterVideo2Txt,https://github.com/cpoohee/MeterVideo2Txt,1,0,To convert digital meter readings from video to text. This is useful for those who needs logs from standalone devices. All you need is to record a video of your reading. Relies on AI for OCR.,2024-01-12T08:44:00Z,Python,2025-10-24T08:17:08.640796
mhiratani/people-counter-imx500,https://github.com/mhiratani/people-counter-imx500,1,0,,2025-07-17T03:57:00Z,Python,2025-10-24T08:17:08.899516
BarBichachi/pythonProject2,https://github.com/BarBichachi/pythonProject2,0,0,,2025-07-02T05:11:51Z,Python,2025-10-24T08:17:09.178930
DerrickKirimi/Autotracking-Pantilt,https://github.com/DerrickKirimi/Autotracking-Pantilt,1,0,,2025-09-01T23:43:06Z,Jupyter Notebook,2025-10-24T08:17:09.468086
georgosgeorgos/AdvLaneLinesFinder,https://github.com/georgosgeorgos/AdvLaneLinesFinder,0,0,Finding Lane Lines on the Road a little better,2018-05-05T21:24:05Z,HTML,2025-10-24T08:17:09.736186
HyunminHong/Kalman-Heston-Filter,https://github.com/HyunminHong/Kalman-Heston-Filter,1,0,"Approximate the Heston Model via Kalman-type filtering, assuming linear and Gaussian noise ",2025-06-21T15:27:27Z,Jupyter Notebook,2025-10-24T08:17:10.030990
jianrenw/Self-Supervised-3D-Data-Association,https://github.com/jianrenw/Self-Supervised-3D-Data-Association,11,4,"Official repo of ""Self-Supervised-3D-Data-Association""",2024-04-10T02:45:40Z,Python,2025-10-24T08:17:10.319735
ElTinmar/tracker,https://github.com/ElTinmar/tracker,0,0,,2025-07-21T09:14:28Z,Python,2025-10-24T08:17:10.616566
KuroTaiga/PoseCompareAPI,https://github.com/KuroTaiga/PoseCompareAPI,0,0,React + Flask,2025-05-02T19:55:43Z,Python,2025-10-24T08:17:10.862740
amirkogit/QtTestGround,https://github.com/amirkogit/QtTestGround,2,0,New repository created to test Qt related projects.,2023-06-09T16:16:43Z,Python,2025-10-24T08:17:11.162432
githubartema/monocular_3d_pose_estimation,https://github.com/githubartema/monocular_3d_pose_estimation,0,0,Pipeline for monocular 3D skeleton pose estimation based on MHFormer,2023-05-25T13:02:25Z,Python,2025-10-24T08:17:11.438451
Eden-Kramer-Lab/video_behavior_tracking,https://github.com/Eden-Kramer-Lab/video_behavior_tracking,2,2,"Python package to track position, velocity, head direction from video for Loren Frank datasets",2024-03-31T17:27:27Z,Python,2025-10-24T08:17:11.790134
swallowlikeyoshi/hackathon_arduino,https://github.com/swallowlikeyoshi/hackathon_arduino,0,0,,2025-09-25T20:00:13Z,HTML,2025-10-24T08:17:12.151124
ubunye-ai-ecosystems/tfilterspy,https://github.com/ubunye-ai-ecosystems/tfilterspy,1,1,Python library for implementing state-of-the-art Bayesian filtering techniques like Kalman Filters and Particle Filters.,2025-04-10T18:54:55Z,Python,2025-10-24T08:17:12.517800
maurom3197/probabilistic-robotics-python-examples,https://github.com/maurom3197/probabilistic-robotics-python-examples,5,0,This repository contains Python script and notebooks to reproduce practical examples of most popular algorithms presented in the Probabilistic Robotics book for didactic activities.,2025-10-04T16:28:25Z,Python,2025-10-24T08:17:12.736843
hejiawei2023/UG3DMOT,https://github.com/hejiawei2023/UG3DMOT,34,4,,2025-10-23T07:15:29Z,Python,2025-10-24T08:17:12.990926
GomFal/VC,https://github.com/GomFal/VC,0,1,Repositorio para las prácticas de la asignatura de Visión por Computador (40982),2025-01-09T23:58:27Z,Jupyter Notebook,2025-10-24T08:17:13.259439
srikarsha/Automated-Intrusion-Prevention-on-Linux-Server,https://github.com/srikarsha/Automated-Intrusion-Prevention-on-Linux-Server,0,0,,2025-06-09T09:48:07Z,Python,2025-10-24T08:17:13.536509
HesteBjorn/master-NAP-lab-autonomous-driving,https://github.com/HesteBjorn/master-NAP-lab-autonomous-driving,0,0,,2025-10-06T08:10:49Z,Python,2025-10-24T08:17:13.790038
keishihara/carla-gym,https://github.com/keishihara/carla-gym,0,1,,2025-06-18T16:20:05Z,Python,2025-10-24T08:17:14.034267
mestercuby/UAV-control-software,https://github.com/mestercuby/UAV-control-software,4,0,,2025-02-21T12:58:08Z,Python,2025-10-24T08:17:14.318917
setarekhosravi/UCMCTrack,https://github.com/setarekhosravi/UCMCTrack,1,0,UCMCTrack: Multi-Object Tracking with Uniform Camera Motion Compensation | Personal Usage,2024-12-26T13:55:42Z,Python,2025-10-24T08:17:14.597333
lisihang1401443109/aic2024,https://github.com/lisihang1401443109/aic2024,0,0,AIC2024,2024-06-15T00:16:35Z,Python,2025-10-24T08:17:14.920279
elperry-c/Yolov5_DeepSort_Pytorch,https://github.com/elperry-c/Yolov5_DeepSort_Pytorch,2,0,fork of Yolov5_StrongSORT_OSNet,2024-12-12T19:27:13Z,Python,2025-10-24T08:17:15.207449
HeeSeung-Shin/CP2,https://github.com/HeeSeung-Shin/CP2,0,0,,2023-02-15T03:30:54Z,Jupyter Notebook,2025-10-24T08:17:15.494543
davegutz/mySolarStateOfCharge,https://github.com/davegutz/mySolarStateOfCharge,0,0,Solar Battery State of Charge Monitor - Mature,2025-10-23T09:08:26Z,C++,2025-10-24T08:17:15.750773
ymzis69/HybridSORT,https://github.com/ymzis69/HybridSORT,234,28,[AAAI2024]Hybrid-SORT: Weak Cues Matter for Online Multi-Object Tracking,2025-09-26T07:59:11Z,Python,2025-10-24T08:17:16.023217
UsamiDaiki/DS-SORT,https://github.com/UsamiDaiki/DS-SORT,0,0,,2025-06-03T03:38:55Z,Jupyter Notebook,2025-10-24T08:17:16.334333
vision4aquaculture/FishSORT,https://github.com/vision4aquaculture/FishSORT,1,0,,2025-04-11T05:27:55Z,C++,2025-10-24T08:17:16.621471
imagine-laboratory/ultralytics_upala,https://github.com/imagine-laboratory/ultralytics_upala,0,0,,2025-05-21T01:25:24Z,Jupyter Notebook,2025-10-24T08:17:16.943174
grasp-lyrl/active-perception-game,https://github.com/grasp-lyrl/active-perception-game,5,2,,2025-10-06T17:29:49Z,Python,2025-10-24T08:17:17.325986
yuwkim/deeplabcutMaster,https://github.com/yuwkim/deeplabcutMaster,0,0,,2022-04-28T15:51:07Z,Python,2025-10-24T08:17:17.631076
SwaminathanSK/ai-olympics,https://github.com/SwaminathanSK/ai-olympics,0,0,,2025-03-08T13:27:30Z,Jupyter Notebook,2025-10-24T08:17:17.911036
tzhern/MAST30034-Project-2,https://github.com/tzhern/MAST30034-Project-2,1,3,This project aims to develop algorithms to optimise the dispatch behaviour of a battery based in Victoria. Maximise revenues by charging when electricity prices are low and discharge when prices are high.,2023-02-21T20:31:49Z,Jupyter Notebook,2025-10-24T08:17:18.206071
Tracyishere/GraphMM,https://github.com/Tracyishere/GraphMM,1,0,,2025-09-10T13:06:27Z,Jupyter Notebook,2025-10-24T08:17:18.529967
evanshlom/DsCodeGPT,https://github.com/evanshlom/DsCodeGPT,0,0,Chat bot website for data science code suggestions based on questions you ask,2023-11-08T16:12:03Z,TypeScript,2025-10-24T08:17:18.812653
anon4mossreview/moss_2025,https://github.com/anon4mossreview/moss_2025,0,0,,2025-07-06T04:42:54Z,Jupyter Notebook,2025-10-24T08:17:19.100659
sultandaniels/quick_and_dirty_moss,https://github.com/sultandaniels/quick_and_dirty_moss,0,0,testing for moss sub,2025-05-29T00:58:16Z,Jupyter Notebook,2025-10-24T08:17:19.370758
sultandaniels/interleaved_time_series,https://github.com/sultandaniels/interleaved_time_series,0,0,Clean repo that is an update of TFs_do_KF_ICL,2025-10-10T00:44:16Z,Jupyter Notebook,2025-10-24T08:17:19.611926
cmpute/clapper,https://github.com/cmpute/clapper,0,0,Perception Extension for CLAP framework,2022-06-21T02:36:40Z,Python,2025-10-24T08:17:19.925501
snorkel-marlin-repos/FreeCAD_FreeCAD_pr_11941_fc758d64-6ef5-4f98-aa99-c0526bc9098a,https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_11941_fc758d64-6ef5-4f98-aa99-c0526bc9098a,0,0,Clean shallow copy of FreeCAD/FreeCAD PR #11941,2025-10-22T19:14:19Z,C++,2025-10-24T08:17:20.394797
snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22466_6f5a6141-e585-428a-a9a4-e169ce5558da,https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22466_6f5a6141-e585-428a-a9a4-e169ce5558da,0,0,Clean shallow copy of FreeCAD/FreeCAD PR #22466,2025-10-22T19:15:45Z,C++,2025-10-24T08:17:20.807733
snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22591_03f12bff-7e51-436b-94b0-1fa12b93ed44,https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22591_03f12bff-7e51-436b-94b0-1fa12b93ed44,0,0,Clean shallow copy of FreeCAD/FreeCAD PR #22591,2025-10-22T19:15:44Z,C++,2025-10-24T08:17:21.186206
snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22751_18e62b7f-b959-4468-9d44-a1456f9ebd49,https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_22751_18e62b7f-b959-4468-9d44-a1456f9ebd49,0,0,Clean shallow copy of FreeCAD/FreeCAD PR #22751,2025-10-22T19:15:45Z,C++,2025-10-24T08:17:21.581926
smakethunter/AdversarialStatefulDetection,https://github.com/smakethunter/AdversarialStatefulDetection,0,0,,2021-03-15T21:22:29Z,Python,2025-10-24T08:17:21.972218
mhilmiasyrofi/attack-analysis,https://github.com/mhilmiasyrofi/attack-analysis,2,1,Adversarial Attack Analysis,2022-04-14T07:45:46Z,Python,2025-10-24T08:17:22.278560
TouwaStar/PythonTextEditor,https://github.com/TouwaStar/PythonTextEditor,0,0,Simple text editor utilizing QT allowing for formating text and saving it in html format.,2018-12-23T22:31:12Z,QML,2025-10-24T08:17:22.551669
yairchu/SimProb,https://github.com/yairchu/SimProb,0,0,A simulation-based inference library optimized for readability,2025-06-10T12:49:29Z,Python,2025-10-24T08:17:22.860486
NHERI-SimCenter/quoFEM,https://github.com/NHERI-SimCenter/quoFEM,27,50,code for NHERI SimCenter quoFEM application.  A desktop application to add UQ and Optimization routines to FEM applications.,2025-10-09T20:27:03Z,C++,2025-10-24T08:17:23.211303
pi-top/pi-top-Python-SDK,https://github.com/pi-top/pi-top-Python-SDK,34,4,pi-top's Python SDK (pitop package),2025-09-15T15:38:05Z,Python,2025-10-24T08:17:23.530504
kadirnar/Yolov6-SAHI,https://github.com/kadirnar/Yolov6-SAHI,18,9,,2024-09-27T22:52:43Z,Python,2025-10-24T08:17:23.828756
NREL/rdtools,https://github.com/NREL/rdtools,168,76,PV Analysis Tools in Python,2025-10-17T18:06:11Z,Python,2025-10-24T08:17:24.651505
leipopo/ukf,https://github.com/leipopo/ukf,2,0,,2025-10-15T03:47:18Z,Python,2025-10-24T08:17:24.978160
altoslabs/pathspace-kalman-filter,https://github.com/altoslabs/pathspace-kalman-filter,0,0,,2025-08-18T16:57:25Z,Jupyter Notebook,2025-10-24T08:17:25.328619
AsteriosPar/mmWave_MSc,https://github.com/AsteriosPar/mmWave_MSc,15,3,Real-time mmWave Multi-Person Pose Estimation System for Privacy-Aware Windows,2025-09-30T21:29:34Z,Python,2025-10-24T08:17:25.558401
Thakor-Yashpal/Car-Object-Dection,https://github.com/Thakor-Yashpal/Car-Object-Dection,1,0,,2025-07-31T11:31:10Z,Python,2025-10-24T08:17:25.889005
a1600012888/MUTR3D,https://github.com/a1600012888/MUTR3D,201,21,"Code for Paper,  MUTR3D: A Multi-camera Tracking Framework via 3D-to-2D Queries.  https://tsinghua-mars-lab.github.io/mutr3d/",2025-10-17T09:15:51Z,Python,2025-10-24T08:17:26.155070
CyberParvez/SETAV.v3,https://github.com/CyberParvez/SETAV.v3,0,0,,2025-01-18T12:28:42Z,C++,2025-10-24T08:17:26.397427
everguard-inc/yolov5_tensorrtx,https://github.com/everguard-inc/yolov5_tensorrtx,0,0,,2021-11-22T14:26:47Z,C++,2025-10-24T08:17:26.748782
MCG-NJU/MixSort,https://github.com/MCG-NJU/MixSort,88,14,[ICCV2023] MixSort: The Customized Tracker in SportsMOT ,2025-10-22T10:46:56Z,Python,2025-10-24T08:17:27.128820
RenzKa/simlingo,https://github.com/RenzKa/simlingo,239,30,"[CVPR 2025, Spotlight] SimLingo (CarLLava): Vision-Only Closed-Loop Autonomous Driving with Language-Action Alignment",2025-10-23T14:37:34Z,Python,2025-10-24T08:17:27.425012
Omegon226/ETL-BTC,https://github.com/Omegon226/ETL-BTC,0,0,,2024-10-14T14:17:29Z,Jupyter Notebook,2025-10-24T08:17:27.732411
eddLai/NTKpose2sim,https://github.com/eddLai/NTKpose2sim,0,0,,2024-04-25T00:46:40Z,Python,2025-10-24T08:17:28.010862
GIU-F1Tenth/race_stack_forzaETH,https://github.com/GIU-F1Tenth/race_stack_forzaETH,1,0,,2025-08-31T06:36:17Z,Python,2025-10-24T08:17:28.389716
HaymayndzUltra/voice-assistant-prod,https://github.com/HaymayndzUltra/voice-assistant-prod,0,0,,2025-08-18T22:24:35Z,Python,2025-10-24T08:17:28.647860
kartik-mundkar/ESP32-SLAM,https://github.com/kartik-mundkar/ESP32-SLAM,1,0,"This project aims to develop a Bluetooth-controlled SLAM (Simultaneous Localization and Mapping) car using the ESP32 microcontroller, equipped with an IMU sensor, ultrasonic sensor, and motor driver. ",2025-05-13T07:24:56Z,Python,2025-10-24T08:17:28.916562
czl0706/innovation-tech-challenge-2024,https://github.com/czl0706/innovation-tech-challenge-2024,0,0,,2024-07-18T18:48:06Z,C,2025-10-24T08:17:29.150333
SongxiangT/Conductor-Simulator,https://github.com/SongxiangT/Conductor-Simulator,2,0,"Hahaha have fun, A Python-based conductor simulator that uses hand gestures to control music playback tempo and volume. Leveraging computer vision and machine learning, this tool offers an interactive experience for users to conduct music in real-time.",2025-07-18T00:28:24Z,Python,2025-10-24T08:17:29.408704
nstarman/trackstream,https://github.com/nstarman/trackstream,8,1,Characterize a stream track with minimal knowledge.,2024-10-07T22:03:20Z,Python,2025-10-24T08:17:29.665566
gandres42/uwb-imu-fusion,https://github.com/gandres42/uwb-imu-fusion,22,4,Indoor localization using an EKF for UWB and IMU sensor fusion,2025-10-23T05:23:51Z,Python,2025-10-24T08:17:29.914652
mayankmittal29/PrediFly-YOLO-Kalman-GRU-Pipeline-for-Drone-Detection-Prediction,https://github.com/mayankmittal29/PrediFly-YOLO-Kalman-GRU-Pipeline-for-Drone-Detection-Prediction,1,0,"PrediFly: Cutting-edge drone trajectory prediction merging YOLOv8 detection, Kalman filtering, and GRU-CNN neural nets for high-precision aerial tracking across complex flight patterns—computer vision meets deep learning.",2025-08-04T01:33:22Z,Jupyter Notebook,2025-10-24T08:17:30.183962
somamvp/voyager-ml-server,https://github.com/somamvp/voyager-ml-server,1,1,,2022-11-26T11:32:10Z,Python,2025-10-24T08:17:30.522831
